rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,Brand,Material,Bottle Type,Color,Special Feature,Volume,rating_cat
2.0,Disappointing,"Not all wide mouth nalgenes are the same. This is NOT wide mouth. Universal splash guards do not fit and I can’t add a mixer ball to mix protein drinks. I will utilize this in other ways, but it is highly disappointing for what I bought it to use. Unfortunately packaging was removed so I can’t return it.",[],B00B9G87N6,B00B9G87N6,AHIEVIKJU2ZDTPV622T5L52CX52A,1551990886450,0,True,Nalgene,Plastic,,Fire Pink,"Bpa Free,Dishwasher Safe,Leak Proof,Wide Mouth",473.176,0
1.0,Taller and Thinner Design Would be Better,"I like that the bottle closes well, is definitely not hot to the touch when I fill it with hot water and the water stays hot for 24 hours. What I am not thrilled about is that it is wide, and I do not have big guy hands. I wish the bottle was a tiny bit taller and thinner.<br /><br />UPDATE:<br />I am downgrading from 3 points to 1 after my last review because yesterday and today I noticed that the bottle is hot to the touch and that the water stopped staying hot for 24 hours. How is this change possible so suddenly and so quickly after I bought the bottle? I am pretty disappointed at the moment.",[],B00YIVJ9UE,B0BGM8TW2T,AEXWDZBBOLACWG25U6TSHACD6PEA,1496272112000,2,True,Healthy Human,steel,,Bahama,,470.0,0
1.0,NOT LEAK PROOF,It leaks. A lot. To the point where it drips through my backpack onto my body.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/717GebdOOvL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/717GebdOOvL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/717GebdOOvL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71aPLtz3h1L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71aPLtz3h1L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71aPLtz3h1L.jpg', 'attachment_type': 'IMAGE'}]",B015DJBZHY,B015DJBZHY,AHOHQ6UBZ5ZNIRPFJD6DFUYNKY3A,1521752492121,0,True,CamelBak,Plastic,,Cactus Flower,Leakproof,750.0,0
2.0,Two Stars,Seal comes out very easily but is a pain to get back in.  Not worth the hassle to me,[],B00TLNXJ64,B00TLNXJ64,AHTHAY6CROEXKGTPBZUCK6GJOJ4A,1442321059000,0,True,Contigo,Stainless Steel,,Cherry Blossom,"Bpa Free,Dishwasher Safe,Straw",295.735,0
2.0,Great bottle but the handle broke almost immediately,"We love this bottle, but unfortunately the handle broke very quickly. My toddler loves to carry it by the handle, and now that he can’t do that he hardly uses it.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/710kmY4hJNL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/710kmY4hJNL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/710kmY4hJNL.jpg', 'attachment_type': 'IMAGE'}]",B073VXCTRQ,B073VXCTRQ,AHHW3FXXARCCKR2LDWEWB2RMMLYQ,1596474836147,0,True,Contigo,Plastic,,Nautical with Space Station,"Bpa Free,Cover,Dishwasher Safe,Spout Cover,Straw",414.029,0
2.0,"Leak, leak, leak",These leak from the spout like crazy.,[],B0767B5NNB,B00PUDI2Z2,AHLUDVKJOUTBZS5TT3VLF6RW37BA,1560943658739,2,True,CamelBak,Plastic,"Reusable, kids, straw top",Iguanas,"Carrying Loop, Straw",400.0,0
1.0,Straws fall out of lid,The straws don't stay in the lid and we're constantly having to open the lid to reattach the straws.,[],B07VWXNCSN,B07VWXNCSN,AH5EPX6ZMNY2TGGY63AX26DHDDJQ,1622935105205,0,True,CamelBak,Echo™,,True Blue/Palm,"Dishwasher Safe,Lightweight,Straw,Valve",414.029,0
2.0,Hard to drink from,"Cute design but very hard to drink from. I tried it myself and it took a good suction to drink the water. May be they designed so it would be leak proof. However, it’s too much for a toddler who normally is too lazy to drink",[],B01LA75M7W,B01LA75M7W,AFNHTZIDLJMJYUP5FK3N5PY7WG5A,1607518951804,0,True,CamelBak,100% Nylon,,Hedgehog,Straw,354.882,0
1.0,Great bottle but not for drinking,Bottle is good as long as you don't keep water in it overnight otherwise it has a bad plastic taste.,[],B08LF3HWR2,B09GTV79HK,AHMU2TYCADYY2F6UWJHQBA7DPOMQ,1677452418641,0,True,Nalgene,Plastic,,Spring Green,"Wide Mouth, Leak Proof",1000.0,0
1.0,Nice but leaks,"I got this for my daughter for school, In her new backpack she can’t have it upright on the side so it falls down inside her backpack. And it leaks, why? It’s not full, it immediately starts to leak when it’s turned sideways. It’s fully closed. My hydro flask does not leak unless the straw part is open. I’m really disappointed. I am going to try to contact customer service. I can’t send her to school with a leaky bottle. It’s ruining everything she brings home.",[],B07PDHPQJP,B076CWLJBR,AFUNGC7IWETAEYDZTYCCNU743CCQ,1635278787299,0,True,Simple Modern,Stainless Steel,,-Simple Stainless,,709.764,0
1.0,I initially loved the bottle,"I initially loved the bottle, but after its first drop from the counter only a few days into owning it, the lid completely broke off. It was only connected to the bottle by one small rod of plastic. now its useless and i had to throw it out.",[],B011LC85PM,B07CM8GLN9,AGFXTKMYV5ZNNNAJK3BF7SS7MEHA,1491200791000,1,True,Embrava,Plastic,Standard Bottle,Gray,"Leak Proof, Lightweight, Flip Top, Lockable Lid, Shatter Resistant",946.352,0
1.0,Mold Grows Easily In Plastic Straw Portion,"Stick with contigo. Our contigo cups lasted us years. Kids just like to bite holes into plastic part. We thought we'd try these and we'd find mold in them within day or so. And if you have multiple littles and don't get to thoroughly cleaning out your cups every day, especially if they are only for water, then this is not for you.",[],B0767B5NNB,B00PUDI2Z2,AGV3JHUK5O3AP66SODWJHULZ2Z7Q,1616550927077,0,True,CamelBak,Plastic,"Reusable, kids, straw top",Iguanas,"Carrying Loop, Straw",400.0,0
1.0,4 months and quit working,Wanted to love it 😔I did! But less than 4 months later it stopped keeping water cold.. In 5hours all ice was melted and water was warm. Don't know what happened... I'm gone a take my chance and order another.... Will update in a few months... Amazon customer service was amazing tho!,[],B0793961GV,B0793961GV,AHTRB66366K4KX5IM2F5ABYFHQ5A,1534983527424,0,False,Hydro Flask,Stainless Steel,Standard Bottle,stainless steel,,620.0,0
1.0,"Not for toddlers, comes apart and leaks easily!","The lid pieces come apart constantly for many reasons- if it is dropped, if it is pulled on. Happens multiple times a day with my 2 and 3 year old. Maybe good for kids that are older and will be more gentile. When it comes apart, water dumps everywhere.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71repdTlrqL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71repdTlrqL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71repdTlrqL.jpg', 'attachment_type': 'IMAGE'}]",B0767B5NNB,B00PUDI2Z2,AES24IGSMTSBLYMYVMKQBROOLK7A,1562797995913,1,True,CamelBak,Plastic,"Reusable, kids, straw top",Iguanas,"Carrying Loop, Straw",400.0,0
1.0,The WORST Nalgene bottle EVER,"The WORST Nalgene bottle EVER!!!<br />Do NOT purchase this unless you want to give your money away.<br />I haven't had this bottle for more than 4 months and it's useless in that it LEAKS!!!<br />Needless to say, I'm very annoyed with this product.",[],B001NCDE5C,B001NCDE5C,AFVIWIYOF53XYYJKBZFKOGJVRRXQ,1437754345000,0,True,Nalgene,Plastic,,Lollipop Red,"Bpa Free,Dishwasher Safe",700.0,0
2.0,Two Stars,Scratches up so fast & hard to clean....,[],B01BD0R5DA,B01BD0R5DA,AHK7VDMB7Q4H56U4P4NEDNAEGMSQ,1525273216016,0,True,Contigo,Plastic,,Blue,"Bpa Free,Dishwasher Safe,Straw",414.029,0
1.0,Tastes like plastic,I loved this water at first but then it started tasting like plastic.  I matter how many times I rinsed it the taste would not go away. So disappointing.,[],B07HGTMVQY,B07HGR3S4C,AG7QWL6H2TLPZXKUWYJJD6SKZWLQ,1623034166460,0,True,CamelBak,Eastman Tritan Copolyester,Reusable,Charcoal,"Carrying Loop, Straw, Leak Proof when closed",946.352,0
1.0,Breaks easy,"Horrible product, Top broke off within couple days",[],B0795C7P3J,B08JRJNZQW,AEXRHXLAP435RWWLRH5C4QIVCRSA,1632667762783,0,True,Simple Modern,Stainless Steel,,- Midnight Black,,354.882,0
2.0,Clumsy design,"I didn't care for the fact you have to bite down on the integrated straw to be able to drink from it. A bottle should not need to come with instructions! LOL I ended up returning it. It may be someone else's preference if they are trying to avoid any chance of leaking, but this one is not for me!",[],B09KTP7KFF,B0BYFKCBWM,AGJTJ7Q5FUGDDL7JAXDFNBZMSRHQ,1656541058658,3,True,CamelBak,Stainless Steel,"Reusable, straw top",Black,"Carrying Loop, Straw, Leak-proof when closed",600.0,0
1.0,LEAK!!!!!!,"These leak horribly, do not buy!!",[],B076DJXL26,B00PUDI2Z2,AEHOGZSLLHTYZSFYFL5JOJ2BRA6Q,1596757483178,0,True,CamelBak,Plastic,"Reusable, kids, straw top",Iguanas,"Carrying Loop, Straw",400.0,0
1.0,Waste of money buy Thermos brand instead,Ordered as a non glass non plastic option for my 2yr old.<br /><br />Pros:<br />Looked nice<br />Company nice and responsive - sent me silicone straws for inside for free<br /><br />Cons:<br />Lip from canister to top is a piece of plastic that you can't clean thoroughly. Gets disgusting.<br />Comes with plastic straws<br />Top straw is not removable - can't clean it thoroughly<br />Plastic piece connected to canister at top broke shortly after this purchase.,[],B007M8WQR8,B007M8WQR8,AF3XTFKUOFADPPYNGWERN2SPMYBQ,1422674783000,0,True,EcoVessel,Metal,,Black with Pirate,Straw,384.4555,0
1.0,Malfunctions easily,"The straw slips out constantly. Also, the rubber part the straw sticks into dislodges and causes the juice or water to spill out when they drink out of it.",[],B076DJXL26,B00PUDI2Z2,AHBVBP6CCMUGW5QN3NPQOSQQOQ2A,1527006635115,0,True,CamelBak,Plastic,"Reusable, kids, straw top",Iguanas,"Carrying Loop, Straw",400.0,0
2.0,Leaks,"Hot liquids simply flow out of it. The straw acts as a fountain - I had some hot tea in it, had the spout open with the bottle next to me on the table, and when I looked back at it a few minutes later it stood in a poodle of tea with more of it still coming out.<br />Even when filled only halfway, there is a weak slurping noise coming of it as the warmer air inside tried to get out.<br /><br />I’m sure it holds heat well but it’s worse than useless as cleaning after it is difficult.<br /><br />Returned it.",[],B089KWMJN3,B0BYQTG4LY,AH2JM4V43CNZQCZKLOFSWXHEVMHA,1660228366354,0,True,Contigo,Stainless Steel,,Ocean,,384.4555,0
2.0,Leaks a bit,"If you put this in your gym bag, expect a little leakage.",[],B07HGRWG22,B07HGR3S4C,AFFL6NZ7H4HFC24LOKZGB6ZBWMHQ,1602373269132,0,True,CamelBak,Eastman Tritan Copolyester,Reusable,Charcoal,"Carrying Loop, Straw, Leak Proof when closed",946.352,0
1.0,Hope newer ones fix “straw”detach problem,The “straw”inside continues to come undone and you have to open to reattach it often.  Possibly newer design does not have this problem but this product does.,[],B00TLNXJ64,B00TLNXJ64,AHQ4YD2QPESWZNW7R4OY6S66DXRQ,1544215616938,0,True,Contigo,Stainless Steel,,Cherry Blossom,"Bpa Free,Dishwasher Safe,Straw",295.735,0
1.0,The Inside Has A Weird Smell,"This water bottle has a weird smell to it, this is even after I washed it out.  I'm getting ready to return it.",[],B01F7LAQN2,B0BGM8TW2T,AGW36ZG3DBWFKLWZ2A46Y73MOXCA,1476462781000,2,True,Healthy Human,steel,,Bahama,,470.0,0
2.0,The lid is an epic design fail.,"I'm giving this a 2-star rating only because the bottle is the redeeming quality.  The bottle itself is durable.  The cap is CRAP.  The hinge broke in the first month.  If you don't push on the rubber part when you turn it upside down or shake it, it leaks.  Also, the &#34;clip&#34; wears out as well and it doesn't seal well after a few weeks.  This lid is an epic design fail.",[],B001NCDE6G,B001NCDE6G,AHOSJLZDJW3KWRHJQAN5JP2R3XYA,1454594393000,4,False,Nalgene,Plastic,,Spring Green,"Bpa Free,Dishwasher Safe",700.0,0
2.0,Just get a nalgene,"Loved the size and shape of this water bottle and how it only took one hand to open. As a nursing mother, that is a necessity. However, I dropped it on the floor and it cracked and broke. I will be returning to nalgene brand, which hasn't cracked no matter how many times I've dropped it.",[],B011LC85PM,B07CM8GLN9,AF373BOMGCPUSARF463JPSCMT4ZA,1498782632029,0,True,Embrava,Plastic,Standard Bottle,Gray,"Leak Proof, Lightweight, Flip Top, Lockable Lid, Shatter Resistant",946.352,0
2.0,Leaks,Very cute but this one leaks terribly especially if it is on its side and entire bottle spilt. Cute design but that’s about it unfortunately.,[],B07663V9G1,B01MPY2DBT,AHVCPUFL2KWADNOREY6Q4QZJMZOA,1554741514715,0,True,CamelBak,Blend,,Purple Swans,"Straw, Insulated",400.0,0
2.0,Odds are you'll get one that leaks horribly.,"I ordered two of these but one of them leaked really bad. Amazon was great and replaced it. It leaks, too. And when I say leak, I mean the entire contents almost spill out. So one doesn't leak but the other two did. The odds aren't great that you'll get one that doesn't leak. I would look at getting a different bottle.",[],B007218JZ8,B08PFMM9FW,AFCIGZIB7UF533TST3EDFBPTENJQ,1385064125000,0,True,Nalgene,Tritan copolyester,,Pink,"Button,Leak Proof",354.882,0
2.0,"Didn’t last the whole school year..,","We have had these bottles for less than 8 months. Both are unusable at this time. The “lock” feature stopped working, essentially making these open water bottles. The opening is just a circular hole, not a sippy cup top, which was fine until the locking mechanism stopped working.<br />Unfortunately this is another water bottle fail.",[],B08RSM89VY,B0C8K5NRS1,AEHPTAXG3CVL32EA5YFO76UBJ53Q,1648509152988,2,True,Contigo,Tritan Plastic,Standard Bottle,Juniper & Pink Lemonade,"Dishwasher Safe,Leakproof",709.764,0
2.0,Better features than any bottle I've had.  But terrible quality.,"I would have given it a 5 star for just the features and functionality, but there is a giant problem that makes me want to give it a 1 star.  After just six months, a crack has developed around the top rim of the metal, which goes about 1/3 around the bottle. I can't even believe this could happen to stainless steel.  I've never had a stainless steel bottle crack or break (the plastic lids, yes, but the bottle, no).<br /><br />I wish it were more ounces.  And I wish it were 1/2"" shorter, because it doesn't fit under the automatic water dispenser in my fridge.  The trigger locking mechanism is very of hard to flip down when it's in the locked position; that's nice for a good solid lock, but not too convenient to when trying to get the locking mechanism released.<br /><br />I love the features they have added on this, which are not typical on bottles and solve problems.  The o-ring that seals the lid to the bottle has a tab to make it easily removable, which is great because you need to clean this every week to prevent mold.  The rubber piece that seals the cap to the drink spout is easily removable and fairly easy to put back in,  which is great because you need to clean this periodically to prevent mold.  The carrying hook nestles around the drink spout, so it is stored out of the way.<br /><br />The drink spout pops up well and is spring loaded (better than the rubber bands of the past).<br /><br />I have always loved the pour spout top, instead of sip tops or straws, because you can get a good mouthful without much work, which makes you drink more water.<br /><br />The bottle is very attractive.",[],B08TRGWDXW,B08W4K7TVN,AFGJTKDZHNGRNR67UIXPFPYJK3UA,1645126098713,0,True,Under Armour,"Polyester, Nylon, Polypropylene",,Breeze Blue,Durability,532.323,0
1.0,Piece of junk!!! Spilled everywhere.,I had it locked and clipped with the latch on and had it laying on my bed while I went to the store.  I came back and it made a huge water spot on my brand new bed.  It dropped out half the bottle.  I gave one as a gift and one for me.  Mine is in pieces in the dumpster.  I had it for 1 day.,[],B01FSM3CZY,B07CM8GLN9,AGWM7M36AN52JHC62OGYLGUPWUGQ,1540757887118,2,True,Embrava,Plastic,Standard Bottle,Gray,"Leak Proof, Lightweight, Flip Top, Lockable Lid, Shatter Resistant",946.352,0
2.0,Watch out! It leaks!,Mine leaks really bad. I’m so disappointed. Anyone else?,[],B015DK90LG,B00PUDI2Z2,AEIFY6Z7OB6OB6UCCQKIV5WQRURA,1561662372540,0,True,CamelBak,Plastic,"Reusable, kids, straw top",Iguanas,"Carrying Loop, Straw",400.0,0
1.0,"I used to think this is good until, I decided to do a deep cleaning ...","I used to think this is good until , I decided to do a deep cleaning but still the top part didnt get clean as the mold is in spots where the brush wont reach.<br />You have to basically try to open as many pieces as much and try to clean the mold",[],B00TLNXIOC,B00TLNXIOC,AEUDWYS7PH6YASQPB6CK547NBKEQ,1486520407000,0,False,Contigo,Stainless Steel,,Sapphire,"Dishwasher Safe, Cold 24 hour, Spillproof",295.735,0
1.0,Leaks all the time!,"The only thing I like about this water bottle is the cute design. Otherwise, it is a terrible product! My 1 year old is constantly soaked due to the valve leaking all the time. I can't count the number of times the straw has become dislodged and the valve pushed on,  causing the contents to spill out. Luckily, we only put water in it but it's still such a pain. Look elsewhere unless you'd prefer to have your child on a constant self-cleaning cycle.",[],B01LA75PTW,B00PUDI2Z2,AGQW3MPL55DIMA2QYIRVNTRJI76A,1531064643347,183,True,CamelBak,Plastic,"Reusable, kids, straw top",Iguanas,"Carrying Loop, Straw",400.0,0
2.0,Floppy and Bad Tasting water,I ended up with water all over me and the floor when trying to drink from this the first time. Did figure it out but too easy to turn the entire top off. I did not like the taste of warm silicone. Is it silicone? Will stick with my insulated stainless steel. Thought I would try this since it it lighter weight. However it is floppy and does not stand up after emptying a bit.,[],B077TDDMF8,B077TDDMF8,AEDETJWQB7O4X3Y3DUGEK4L67BDQ,1528146490677,1,False,Hydrapak,Plastic,,Malibu Blue,"Bite,Bite Valve,Leakproof",473.176,0
1.0,Leaking after 3 weeks used,It’s good when I bought and my kid love it. But it started to leak after about only 3 weeks!,[],B08HQM29RB,B09F3MJQDD,AEFML7OYN6NGWSQJ6G3EQMYKBR3A,1655069036619,1,True,Ion8,ABS,,Multicolored,"Flip Top,Leak,Leakproof",400.0,0
2.0,Ok,When drinking it spills. It also dents really easy,[],B075FXNPNK,B0BGM8TW2T,AGRWNKWBML3RPKYEREBLQ6JQ4KJQ,1574024876300,1,False,Healthy Human,steel,,Bahama,,470.0,0
2.0,Hot Beverages,"Disappointed. Love the design, styling, options, lightweight, but, my hot liquids are not hot after only an hour inside a 70 degree environment. I bought this for outdoor cold weather activities. Not impressed. I bought through Amazon and it sounds like you must buy direct from Healthy Human to have full warranty.",[],B00YIVH7RG,B0BGM8TW2T,AFGSATOXZAH3CVZIWQND5EFIT4JQ,1511056682305,1,True,Healthy Human,steel,,Bahama,,470.0,0
1.0,Hard to  get the water out Don’t buy,Don’t buy,[],B08TR7R8RP,B09YMW574Z,AGOALU5D6TDMKKPFUA2M4XQUT2AQ,1670867786798,0,True,Under Armour,"Polyester, Nylon, Polypropylene",,Cerise,"Bpa Free,Dishwasher Safe",950.0,0
1.0,Mold lots of mold,I washed this all  the time and still got mold in the mouth part!!! Its aweful!!!,[],B073VY8683,B073VY8683,AH63AN3V4YMYALIWRCOMJ2DNQSRA,1555941233307,1,False,Contigo,Plastic,,Pink,"Bpa Free,Dishwasher Safe,Spout Cover,Straw",414.029,0
2.0,It’s fine for what it is,"I purchased this looking for a gulping water bottle I can use with one hand while exercising. It’s hard to use with one hand, the release button is hard to push and requires two hands to securely close it. I thought I would like the dual mouthpiece, but personally I’m not a fan. It’s awkward to chug, but the straw works great. About a month in, the spring on the cap broke, which made it easier to open and close with one hand, but the lid doesn’t stay in place and falls onto my face if I decided to chug. Also the bottle itself dented somehow. Not sure exactly, but I took it out of my bag and it looked like someone karate chopped it. Nice water bottle, just not for me and wish I was able to return it.",[],B085DTY4VS,B092SR68FD,AGM4S4P47CBOTDH3VXFQD44GIRUA,1641216295672,0,True,Owala,Plastic,,Neon Basil,"Push Button, Flip Top, Straw",739.3375,0
2.0,Can't drink from this,"As a few others have written, the straw ""sucks"".  Literally.  No matter what I've done, I cannot get a normal sip from the straw - I must release the straw before I can take another sip.  Big suction sound and effect.  Very disappointed.  Maybe need to return one or both -- love the design - really pretty!  Like the carry-all handle.",[],B095J48LTV,B08SQC83XC,AFE3P2VPJPRGGFBF6AT2KZW765FA,1625793197566,0,True,Simple Modern,Stainless Steel,,Ombre: Tropical Seas,"Leak Proof, Insulated",946.352,0
2.0,Pretty and problematic,"It's big and pretty but those are about the nicest things I can say. Ice melts inside it in minutes and it's a given that the water inside will be ambient temperature unless you're constantly dumping in more ice. The lid is designed well enough and it's nice the cap is attached. Worst though, I've only had it a few weeks and it's developed a bad leak if it lays down on one side, which is a problem since it's often on the passenger seat of my car. It seems to have a good warrantee though so I'll update my review after I talk to customer service.",[],B015DJC71C,B015DJC71C,AELKQZCELXQH7YDLXWWHZ672V75Q,1502560429742,0,True,CamelBak,100% Nylon,,Sea Glass,Leak Proof,750.0,0
2.0,"It's pretty cool, but they ALL develop the nasty black ...","It's pretty cool, but they ALL develop the nasty black film underneath the nozzle..I would recommend just getting the classic green Gatorade water bottles.",[],B00EPGM97C,B00EPGM97C,AGQS2FYEPXG5ZYGJNSJ2BA2RNZSQ,1451980063000,0,True,CamelBak,Polypropylene,,Lime,"Lightweight, Leak Proof, Insulated",620.0,0
2.0,Good for a little while,"I’ve had this water bottle a while now and I have to say overall I’m more dissatisfied than satisfied. Pros - used to hold ice and water cold for a whole day, nice size, push button to open is nice, but... Cons - stopped holding ice and water cold all day, leaks even though lid is screwed on tight, mouth piece gets moldy very easily and is difficult to clean. I’m now on the hunt for another new water bottle and will not get this style again.","[{'small_image_url': 'https://m.media-amazon.com/images/I/61LwzKxug7L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61LwzKxug7L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61LwzKxug7L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61Q16Hhu1tL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61Q16Hhu1tL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61Q16Hhu1tL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B079ZG4H7M,B0BTHXPZWZ,AEYOSPTUGR544JPIHXPQGC6IBQSA,1668385327387,0,True,Contigo,Stainless Steel,,Steel & Monaco,,709.764,0
2.0,"It's not really a ""wide mouth"" - not as wide ...",It's not really a &#34;wide mouth&#34; - not as wide as one liter. The problem being that one's nose hits the lip of the bottle when drinking. A true wide mouth goes up to the bridge of the nose.,[],B001NCDE7U,B086HLWL6K,AEPPOQMPRTLQZQNTXDX2UQ4O7DRA,1516314965701,0,True,Nalgene,"Polyester resin,Polypropylene",,Blue,Wide Mouth,500.0,0
1.0,Mold,Impossible to clean. So upset that even going through sanitizer every day the mouthpiece is full of mold.  While you can take apart the straw pieces is impossible to clean the mouthpiece from the orange segment.  Decided to use kleen canteen with a push top to avoid moldy pieces.  In the photo the black area is mold.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71Fqnk8fZAL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71Fqnk8fZAL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71Fqnk8fZAL.jpg', 'attachment_type': 'IMAGE'}]",B00TLNXIOC,B00TLNXIOC,AHELOR5QJXHARLZPLHSH643F43MA,1468082792000,31,True,Contigo,Stainless Steel,,Sapphire,"Dishwasher Safe, Cold 24 hour, Spillproof",295.735,0
2.0,Disappointed,"Thought this would be a great new cup for my little one, but this is not spill proof. Leaks water very easily and when you open/close the spout, the spout moves out of place. So disappointed",[],B076D1K6HY,B00PUDI2Z2,AGHVYO73O3M6WOBK3MBDGLTPNPGQ,1600270551338,0,True,CamelBak,Plastic,"Reusable, kids, straw top",Iguanas,"Carrying Loop, Straw",400.0,0
1.0,Sorry I bought this,The straw broke on one of them after a very short time. The other one was very hard for my child to use.,[],B00MVODT0G,B00MVODT0G,AGRM7D6SQTIRUYAIF44D4UCM3NPQ,1428546873000,0,True,Contigo,Plastic,,Amethyst Butterfly,Bpa Free,414.029,0
2.0,not so great,"My 4 year old son bit through the spout within the first week of having this.  The instructions for the bottle specifically state not to let kids bite on it, and of course I told him this, but he did it anyway.  I'm disappointed that they use a product for the straw that is so easy to bite through.",[],B007M8WOLG,B007M8WOLG,AHDSPQ5LHXAPXTAQ7VSKWGJOFUDA,1340833764000,2,False,EcoVessel,Stainless Steel,Standard Bottle,Blue with Robot,"Spout, Insulated, Carrying Loop",384.4555,0
2.0,Really hard to suck through the valve,"Really hard to suck through the valve, until it loosens up a bit... and then it leaks. It was so hard for her to drink out of it at first that she chose to be thirsty instead of work at it.",[],B006HLYRX2,B08W2VZSLJ,AGYKK6WH2MKIKXYRYN2U7KRWLSMQ,1453493265000,0,False,Nalgene,tritan,,Pink,"Leakproof,Wide Mouth",350.0,0
1.0,I hate it - gets water all over you! DESIGNED THAT WAY!!,"[[VIDEOID:c53c9d6ba4ee176ca26ab11cda28dc43]] The little pressure hole will shoot out water when you lift the bottle up to a certain point. I do not understand how this got such good reviews. If you are a hot, sweaty hiker, maybe you like the shower? dribble? leaking? Yes, you can put your finger over the pressure hole but you'll have to do it every time you take a drink.<br /><br />I have added a video. Look at the pressure hole and my finger over the drinking hole represents one having the nozzle in the mouth, drinking out of the bottle. Watch the little pressure hole!<br /><br />and btw - it does NOT fit in the cup holder in my car, nor in my friend's car.",[],B011LC85PM,B07CM8GLN9,AEPVIXOSC2KZTMTBSRZSQXZ3THZA,1563140684904,11,True,Embrava,Plastic,Standard Bottle,Gray,"Leak Proof, Lightweight, Flip Top, Lockable Lid, Shatter Resistant",946.352,0
1.0,Leaks badly and top pieces break off even when gently washing.,"Pieces break off, and it leaks when lying down (closed or open). If you child tips it up be ready with a change of clothes. The body is very well made, but the top is a choking hazard and NOT leak proof. I returned it and got the Yeti version. Amazing so far.",[],B078PMNGQX,B078PMNGQX,AE4ZBOVPPEN6ZP23YDQNVMD467LQ,1576087545504,0,True,Hydro Flask,,,Pacific,,354.882,0
2.0,Sweaty and Hot,"Unfortunately the bottle does not keep anything cold for any time at all.  Ice melts within a few hours.  Has a pendency to sweat profusely leaving water marks on whatever it touches.  For a container that holds water to drink, an old fashioned canteen would suffice just as well and probably be cheaper.",[],B011LC85PM,B07CM8GLN9,AG3GRRYAVQZK4LXMZYFTR3E7RHVQ,1503236025929,1,True,Embrava,Plastic,Standard Bottle,Gray,"Leak Proof, Lightweight, Flip Top, Lockable Lid, Shatter Resistant",946.352,0
2.0,Was my go to bottle,I unfortunately have to write this bad review =( This bottle goes with me everywhere and I love everything about it. I use only nice filtered water  nothing else ever in it and clean it with natural dish soap. I've had the bottle since march 4th. However in this past month I've noticed A huge change in how the water tastes and now rust is forming on the bottom!! I am not sure what to do and if this is even safe to drink out of anymore. So its been cleaned and is sitting on my desk till I get a response. Thanks,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71OGmTOCAwL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71OGmTOCAwL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71OGmTOCAwL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71VIG1cWd+L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71VIG1cWd+L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71VIG1cWd+L.jpg', 'attachment_type': 'IMAGE'}]",B00YIVGV2S,B0BGM8TW2T,AE2ZNPIP3SIBLBT2S6BYYITTLC5Q,1500332434360,5,True,Healthy Human,steel,,Bahama,,470.0,0
1.0,For the cost don’t buy,Product was damaged.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61xCS2pWenL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61xCS2pWenL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61xCS2pWenL.jpg', 'attachment_type': 'IMAGE'}]",B07955LT38,B07955LT38,AH3D6NSORTIJJORKBYFK53UWSZEQ,1573837421951,0,True,Hydro Flask,Stainless Steel,Standard Bottle,Lemon,,530.0,0
